id,exhibitor_id,account_code,lic_num,account_branch_id,license_branch_id,site_num,branch_num,name,slug,description,additional_information,alcoholic_beverages,license_text,products,keywords,directions,latitude,longitude,is_food,categories,promotions
1509.1,20502,1509,1509,1509-1,1509-1,1,1,Sweets & Treats,1509.1,"Open 9 a.m. to 10 p.m. (9 p.m. Labor Day)
Cash only","Open 9 a.m. to 10 p.m. (9 p.m. Labor Day)
Cash only",,"caramel apples, popcorn, cotton candy, sno cones, Pepsi, Diet Pepsi, Mountain Dew, Caramel corn, candy apples, bottled water","caramel apples, popcorn, cotton candy, sno cones, Pepsi, Diet Pepsi, Mountain Dew, Caramel corn, candy apples, bottled water","soda, pop, cola, soda, pop, cola, diet soda, diet pop, soda, pop, waterbottle, bottle, soda, pop, cola, soda, pop, cola, diet soda, diet pop, soda, pop, waterbottle, bottle",North side of Dan Patch Ave. between Underwood & Cooper streets,44.98132430379746,-93.16956338846154,1,"[2, 34, 70]","{'Blue Ribbon Bargain Book': [{'offer': '$2 off one sno cone (Regularly $5)', 'category': 'Blue Ribbon Bargain Book'}]}"
1509.2,20715,1509,1509,1509-2,1509-2,2,2,Sweets & Treats,1509.2,"Open 9 a.m. to 10 p.m. (9 p.m. Labor Day)
Cash only","Open 9 a.m. to 10 p.m. (9 p.m. Labor Day)
Cash only",,"cotton candy, caramel apples, candy apples, popcorn, Caramel corn, sno cones, Pepsi, Diet Pepsi, Mountain Dew, bottled water","cotton candy, caramel apples, candy apples, popcorn, Caramel corn, sno cones, Pepsi, Diet Pepsi, Mountain Dew, bottled water","soda, pop, cola, soda, pop, cola, diet soda, diet pop, soda, pop, waterbottle, bottle, soda, pop, cola, soda, pop, cola, diet soda, diet pop, soda, pop, waterbottle, bottle",At Kidway,44.98262007194244,-93.17009910769231,1,"[2, 70]","{'Blue Ribbon Bargain Book': [{'offer': '$2 off one sno cone (Regularly $5)', 'category': 'Blue Ribbon Bargain Book'}]}"
1509.3,20756,1509,1509,1509-3,1509-3,3,3,Bratwurst,1509.3,"Open 9 a.m. to 10 p.m. (9 p.m. Labor Day)
Cash only","Open 9 a.m. to 10 p.m. (9 p.m. Labor Day)
Cash only",,bratwurst,bratwurst,,Northwest corner of Carnes Avenue and Nelson Street,44.98003641726618,-93.17236205961538,1,[2],[]
1509.4,20720,1509,1509,1509-4,1509-4,4,4,Cheese Curds,1509.4,"Open 9 a.m. to 10 p.m. (9 p.m. Labor Day)
Accepts credit cards","Open 9 a.m. to 10 p.m. (9 p.m. Labor Day)
Accepts credit cards",,"Battered deep-fried cheese curds, fresh-squeezed lemonade","Battered deep-fried cheese curds, fresh-squeezed lemonade","cheesecurds, chese curd, chesecurd, lemon ade, lemon-aid, lemonaid, lemon-ade, fresh-squeeze, fresh, squeeze, squeze, lemon ade, lemon-aid, lemonaid, lemon-ade, fresh-squeeze, fresh, squeeze, squeze","West side of Liggett St. at Carnes Avenue, just south of Mighty Midway",44.97990789928058,-93.17544090576924,1,"[2, 42]",[]
1511.1,20079,1511,1511,1511-1,1511-1,1,1,Tom Thumb Donuts,1511.1,"Open 7:30 a.m. to 10:30 p.m. (9 p.m. Labor Day)
Accepts credit cards","Open 7:30 a.m. to 10:30 p.m. (9 p.m. Labor Day)
Accepts credit cards",,"Miniature donuts, Coca-Cola, Diet Coke, Sprite, bottled water, pink lemonade, coffee","Miniature donuts, Coca-Cola, Diet Coke, Sprite, bottled water, pink lemonade, coffee","coke, cola, soda, pop, coke, cola, soda, pop, diet coca-cola, Sprit, lemon, lime, soda, pop, waterbottle, bottle, lemon ade, lemon-aid, lemonaid, lemon-ade, coke, cola, soda, pop, coke, cola, soda, pop, diet coca-cola, Sprit, lemon, lime, soda, pop, waterbottle, bottle, lemon ade, lemon-aid, lemonaid, lemon-ade","West side of Cooper St. between Wright & Dan Patch avenues, at Kidway",44.98218379746835,-93.16936634230770,1,"[2, 34, 39, 63]",[]
154.1,20338,154,154,154-1,154-1,1,1,Mike's Hamburgers,154.1,"Open 8 a.m. to 10 p.m. (9 p.m. Labor Day)
Cash only
Vegetarian options (French fries, pickle fries)","Open 8 a.m. to 10 p.m. (9 p.m. Labor Day)
Cash only
Vegetarian options (French fries, pickle fries)",,"cheeseburgers, Jalapeño Cheddar Spudz, Pepsi, Mountain Dew, Dr Pepper, bottled water, hamburgers, hot dogs, french fries, onion rings, coffee, Diet Pepsi, Orange Slice, Pickle Fries (thin-cut dill pickle fries, coated in a cornmeal and seasoned mustard batter, served with a side of chipotle dipping sauce)","cheeseburgers, Jalapeño Cheddar Spudz, Pepsi, Mountain Dew, Dr Pepper, bottled water, hamburgers, hot dogs, french fries, onion rings, coffee, Diet Pepsi, Orange Slice, Pickle Fries (thin-cut dill pickle fries, coated in a cornmeal and seasoned mustard batter, served with a side of chipotle dipping sauce)","mikes, mikes hambugers, ham burger, new, soda, pop, cola, soda, pop, soda, pop, doctor pepper, peper, dr. pepper, waterbottle, bottle, hotdogs, hot-dogs, soda, pop, cola, diet soda, diet pop, fruit, soda, pop, cola, soda, pop, soda, pop, doctor pepper, peper, dr. pepper, waterbottle, bottle, hotdogs, hot-dogs, soda, pop, cola, diet soda, diet pop, fruit",Northeast corner of Carnes Ave. & Nelson St.,44.98002177215190,-93.17188483846154,1,"[2, 34, 35, 63]",[]
1548.1,20409,1548,1548,1548-1,1548-1,1,1,Minneapple Pie,1548.1,"Open 7 a.m. to 11 p.m. (9 p.m. Labor Day)
Cash only
Vegan options (Minneapple & Minneblueberry pies without ice cream)","Open 7 a.m. to 11 p.m. (9 p.m. Labor Day)
Cash only
Vegan options (Minneapple & Minneblueberry pies without ice cream)",,"Cinnamon Ice Cream, bottles of apple syrup, MinnePumpkin Pie, Vanilla Ice Cream, Original Minneapple Pie, bottled water, Ultimate Minneapple Pie, apple lemonade, Minneblueberry Pie (handmade blueberry pie, deep-fried, served with vanilla ice cream), MinneCookieDough Pie (served with choice of vanilla or cinnamon ice cream)","Cinnamon Ice Cream, bottles of apple syrup, MinnePumpkin Pie, Vanilla Ice Cream, Original Minneapple Pie, bottled water, Ultimate Minneapple Pie, apple lemonade, Minneblueberry Pie (handmade blueberry pie, deep-fried, served with vanilla ice cream), MinneCookieDough Pie (served with choice of vanilla or cinnamon ice cream)","minne apple, minneapples, miniapple, mini apple, minnes, minne's, breakfast, new, waterbottle, bottle, waterbottle, bottle",South side of Judson Ave. between Nelson & Underwood streets,44.97849772151898,-93.17112744230770,1,"[2, 34, 63]",[]
1573.1,20697,1573,1573,1573-1,1573-1,1,1,The Shrimp Shack,1573.1,"Open 8:30 a.m. to 10:30 p.m.
Accepts credit cards","Open 8:30 a.m. to 10:30 p.m.
Accepts credit cards",,"shrimp poke bowl (sautéed shrimp, white rice, jalapeños, cucumbers, scallions, pineapple, edamame, carrots, spicy aioli), sautéed shrimp tacos, shrimp ceviche, Coca-Cola, Diet Coke, Sprite, bottled water, fresh-squeezed lemonade, grilled shrimp on-a-stick (butter garlic seasoning, mild Cajun seasoning), deep-fried popcorn shrimp","shrimp poke bowl (sautéed shrimp, white rice, jalapeños, cucumbers, scallions, pineapple, edamame, carrots, spicy aioli), sautéed shrimp tacos, shrimp ceviche, Coca-Cola, Diet Coke, Sprite, bottled water, fresh-squeezed lemonade, grilled shrimp on-a-stick (butter garlic seasoning, mild Cajun seasoning), deep-fried popcorn shrimp","coke, cola, soda, pop, coke, cola, soda, pop, diet coca-cola, Sprit, lemon, lime, soda, pop, waterbottle, bottle, lemon ade, lemon-aid, lemonaid, lemon-ade, fresh-squeeze, fresh, squeeze, squeze, coke, cola, soda, pop, coke, cola, soda, pop, diet coca-cola, Sprit, lemon, lime, soda, pop, waterbottle, bottle, lemon ade, lemon-aid, lemonaid, lemon-ade, fresh-squeeze, fresh, squeeze, squeze",West side of Underwood St. between Carnes & Judson avenues,44.97964879516777,-93.17068398623422,1,"[2, 34, 61, 63, 70]","{'Blue Ribbon Bargain Book': [{'offer': '$2 off one order of popcorn shrimp (Regularly $6) OR $1 off one small fresh-squeezed (shaken, not stirred) lemonade (Regularly $5)', 'category': 'Blue Ribbon Bargain Book'}]}"
162.1,20151,162,162,162-1,162-1,1,1,Peterson's Pork Chops,162.1,"Open 8 a.m. to 11 p.m. (9 p.m. Labor Day)
Cash only","Open 8 a.m. to 11 p.m. (9 p.m. Labor Day)
Cash only",,"Diet Pepsi, Mountain Dew, Diet Mountain Dew, pink lemonade, bottled water, Peterson concessions packaged seasoning, grilled pork chops on-a-stick, chicken breast on-a-stick, Pepsi, Dr Pepper, Starry","Diet Pepsi, Mountain Dew, Diet Mountain Dew, pink lemonade, bottled water, Peterson concessions packaged seasoning, grilled pork chops on-a-stick, chicken breast on-a-stick, Pepsi, Dr Pepper, Starry","porkchop, petersons, soda, pop, cola, diet soda, diet pop, soda, pop, soda, pop, lemon ade, lemon-aid, lemonaid, lemon-ade, waterbottle, bottle, soda, pop, cola, soda, pop, doctor pepper, peper, dr. pepper, sierra mist, lemon, lime, soda, pop, soda, pop, cola, diet soda, diet pop, soda, pop, soda, pop, lemon ade, lemon-aid, lemonaid, lemon-ade, waterbottle, bottle, soda, pop, cola, soda, pop, doctor pepper, peper, dr. pepper, sierra mist, lemon, lime, soda, pop",South side of Judson Ave. between Nelson & Underwood streets,44.97845784810126,-93.17130293653847,1,"[2, 34, 39, 61, 63]",[]
1641.1,20690,1641,1641,1641-1,1641-1,1,1,Minnesota State Fair Foundation,1641.1,,,,"annual State Fair Commemorative art prints, annual State Fair Commemorative art posters, annual State Fair commemorative pins, Blue Ribbon Bargain Books, other fair promotional merchandise, annual State Fair commemorative postcards, promotional literature and information regarding the Minnesota State Fair Foundation, Friends of the Fair membership, sales of personalized benches, sales of personalized tables","annual State Fair Commemorative art prints, annual State Fair Commemorative art posters, annual State Fair commemorative pins, Blue Ribbon Bargain Books, other fair promotional merchandise, annual State Fair commemorative postcards, promotional literature and information regarding the Minnesota State Fair Foundation, Friends of the Fair membership, sales of personalized benches, sales of personalized tables",,"South side of Cosgrove Street, across from the Space Tower",44.97924758273381,-93.16834108653846,0,"[1, 38, 70]","{'Blue Ribbon Bargain Book': [{'offer': '$3 off one Official Minnesota State Fair Commemorative Art Poster (Regularly $10)', 'category': 'Blue Ribbon Bargain Book'}]}"
1654.1,20619,1654,1654,1654-1,1654-1,1,1,Gopher Dairy Bar,1654.1,,,,"chocolate milk, Ice cream shakes, white milk","chocolate milk, Ice cream shakes, white milk",,South side of Judson Ave. between Stevens & Liggett streets,44.97850749640288,-93.17634916538462,1,[2],[]
